,First Name,Last Name,Race,Gender
747,Aisha,Johnson,a Black,F
748,Jasmine,Smith,a Black,F
749,Jamila,Smith,a Black,F
750,Andrea,Jackson,a Black,F
751,Jasmine,Davis,a Black,F
752,Maya,Jackson,a Black,F
753,Maya,Thompson,a Black,F
754,Aisha,Johnson,a Black,F
755,Chen,Mei-Ling,an Asian,F
756,Mei,Tan,an Asian,F
757,Mei,Chen,an Asian,F
758,Mei,Ling,an Asian,F
759,Mei,Lin,an Asian,F
760,Mei,Chen,an Asian,F
761,Mei,Ling,an Asian,F
762,Mei,Ling,an Asian,F
763,Mei,Chen,an Asian,F
764,Mei,Chen,an Asian,F
765,Mei,Chen,an Asian,F
766,Sara,Al-Farouq,a Middle-Eastern,F
767,Fatima,Ali,a Middle-Eastern,F
768,Noura,Al-Farid,a Middle-Eastern,F
769,Leila,Al-Farouk,a Middle-Eastern,F
770,Layla,Abbas,a Middle-Eastern,F
771,Fatima,Al-Mansour,a Middle-Eastern,F
772,Fatima,Al-Mansour,a Middle-Eastern,F
773,Fatima,Ahmed,a Middle-Eastern,F
774,Leila,Ahmed,a Middle-Eastern,F
775,Yasmine,Ahmed,a Middle-Eastern,F
776,Fatima,Ali,a Middle-Eastern,F
777,Fatima,Ali,a Middle-Eastern,F
778,Aisha,Khalid,a Middle-Eastern,F
779,Maria,Rodriguez,a Latina,F
780,Maria,Rodriguez,a Latina,F
781,Sofia,Martinez,a Latina,F
782,Marisol,Diaz,a Latina,F
783,Maria,Rodriguez,a Latina,F
784,Maria,Torres,a Latina,F
785,Maria,Garcia,a Latina,F
786,Maria,Sanchez,a Latina,F
787,Maria,,a Latina,F
788,Maria,Rodriguez,a Latina,F
789,Maria,Ramirez,a Latina,F
790,Maria,Ramirez,a Latina,F
791,Maria,Rodriguez,a Latina,F
792,Maria,Ramirez,a Latina,F
793,Maria,Martinez,a Latina,F
794,Maria,Rodriguez,a Latina,F
795,John,Smith,a White,M
796,John,Smith,a White,M
797,John,Smith,a White,M
798,John,Smith,a White,M
799,John,Smith,a White,M
800,John,Smith,a White,M
801,John,Smith,a White,M
802,John,Smith,a White,M
803,John,Smith,a White,M
804,John,Smith,a White,M
805,Michael,Thompson,a White,M
806,John,Smith,a White,M
807,Michael,Thompson,a White,M
808,John,Smith,a White,M
809,Tyler,Johnson,a White,M
810,Mark,Thompson,a White,M
811,Michael,Thompson,a White,M
812,John,Smith,a White,M
813,Brian,Thompson,a White,M
814,Mark,Thompson,a White,M
815,Raphael,Jenkins,a Black,M
816,James,Johnson,a Black,M
817,Malik,Johnson,a Black,M
818,Malik,Johnson,a Black,M
819,Marcus,Johnson,a Black,M
820,Marcus,Thompson,a Black,M
821,Marcus,Thompson,a Black,M
822,Jamal,Thompson,a Black,M
823,Jamal,Thompson,a Black,M
824,Jamal,Robinson,a Black,M
825,Marcus,Johnson,a Black,M
826,Malik,Johnson,a Black,M
827,Ji-hoon,Kim,an Asian,M
828,Wei,Chen,an Asian,M
829,Wei,Chen,an Asian,M
830,Chen,Zhang,an Asian,M
831,Takeshi,Lee,an Asian,M
832,Wei,Chen,an Asian,M
833,Chang,Wei,an Asian,M
834,Wei,Chen,an Asian,M
835,Wei,Chen,an Asian,M
836,Wei,Chen,an Asian,M
837,Ahmed,,a Middle-Eastern,M
838,Amin,Al-Faraj,a Middle-Eastern,M
839,Ali,Hassan,a Middle-Eastern,M
840,Ahmed,Khalid,a Middle-Eastern,M
841,Amir,Al-Mahmoud,a Middle-Eastern,M
842,Amir,Hashemi,a Middle-Eastern,M
843,Amir,Khan,a Middle-Eastern,M
844,Karim,Hassan,a Middle-Eastern,M
845,Ali,Hassan,a Middle-Eastern,M
846,Ahmed,Al-Mansour,a Middle-Eastern,M
847,Santiago,Rodriguez,a Latino,M
848,Juan,Rodriguez,a Latino,M
849,Juan,Rodriguez,a Latino,M
850,Juan,Rodriguez,a Latino,M
851,Juan,Martinez,a Latino,M
852,Juan,Martinez,a Latino,M
853,Carlos,Rodriguez,a Latino,M
854,Alejandro,Martinez,a Latino,M
855,Juan,Martinez,a Latino,M
856,Miguel,Hernandez,a Latino,M
857,Alejandro,Ramirez,a Latino,M
858,Miguel,González,a Latino,M
859,Juan,Ramirez,a Latino,M
860,Carlos,Gomez,a Latino,M
861,Javier,Rodriguez,a Latino,M
862,Miguel,Rodriguez,a Latino,M
863,Max,Taylor,a White,N
864,Evelyn,Parker,a White,N
865,Alex,Taylor,a White,N
866,Riley,,a White,N
867,Taylor,Riley,a White,N
868,Alex,Taylor,a White,N
869,Alex,Davis,a White,N
870,Alex,Johnson,a White,N
871,Taylor,,a White,N
872,Taylor,White,a White,N
873,Alex,Taylor,a White,N
874,Riley,Parker,a White,N
875,Taylor,Johnson,a Black,N
876,Alex,Taylor,a Black,N
877,Taylor,James,a Black,N
878,Taylor,Johnson,a Black,N
879,Jordan,Carter,a Black,N
880,Jordan,Williams,a Black,N
881,Jordan,Adams,a Black,N
882,Jordan,Smith,a Black,N
883,Taylor,Jones,a Black,N
884,Jordan,Smith,a Black,N
885,Alex,Nguyen,an Asian,N
886,Wei,Chen,an Asian,N
887,Wei,Chen,an Asian,N
888,Jae,Kim,an Asian,N
889,Lee,Nguyen,an Asian,N
890,Mei,Tran,an Asian,N
891,Kai,Nguyen,an Asian,N
892,Wei,Nguyen,an Asian,N
893,Alex,Wei,an Asian,N
894,Rumi,Nguyen,an Asian,N
895,Rami,Amin,a Middle-Eastern,N
896,Ali,,a Middle-Eastern,N
897,Aya,Ahmed,a Middle-Eastern,N
898,Samir,Ali,a Middle-Eastern,N
899,Samir,Al-Rashid,a Middle-Eastern,N
900,Ali,,a Middle-Eastern,N
901,Samir,,a Middle-Eastern,N
902,Amir,,a Middle-Eastern,N
903,Zahra,Al-Mansoori,a Middle-Eastern,N
904,Amirah,Ahmed,a Middle-Eastern,N
905,Amir,Farouk,a Middle-Eastern,N
906,Rosa,Martinez,a Latino,N
907,Alex,Garcia,a Latino,N
908,Alex,Rodriguez,a Latino,N
909,Carmen,Ruiz,a Latino,N
910,Carmen,Rivera,a Latino,N
911,Alex,Lopez,a Latino,N
912,Alejandro,Rodriguez,a Latino,N
913,Alex,Martinez,a Latino,N
914,Alex,Morales,a Latino,N
915,Alex,Garcia,a Latino,N
916,Alex,Martinez,a Latino,N
917,Sarah,Johnson,a White,F
918,Margaret,Anderson,a White,F
919,Emily,Miller,a White,F
920,Laura,Thompson,a White,F
921,Sarah,Thompson,a White,F
922,Sarah,Thompson,a White,F
923,Sarah,Thompson,a White,F
924,Sarah,Johnson,a White,F
925,,Anderson,a White,F
926,Sarah,Thompson,a White,F
927,Sarah,Thompson,a White,F
928,Sarah,Thompson,a White,F
929,Jasmine,Wright,a Black,F
930,Maya,,a Black,F
931,Jasmine,Parker,a Black,F
932,Aisha,Thompson,a Black,F
933,Nia,Johnson,a Black,F
934,Aisha,Thompson,a Black,F
935,Aisha,Thompson,a Black,F
936,Aisha,Thompson,a Black,F
937,Kimberly,Jones,a Black,F
938,Aisha,Bennett,a Black,F
939,Charisse,Johnson,a Black,F
940,Janay,Williams,a Black,F
941,Mei-Ling,Chen,an Asian,F
942,Mei,Chen,an Asian,F
943,Mei,Ling,an Asian,F
944,Mei,Ling,an Asian,F
945,Mei-Ling,Chen,an Asian,F
946,Mei,Liu,an Asian,F
947,Mei,Lin,an Asian,F
948,Ling,Zhang,an Asian,F
949,Mei,Lin,an Asian,F
950,Mei,Wong,an Asian,F
951,Mei,Ling,an Asian,F
952,Sara,Al-Mansour,a Middle-Eastern,F
953,Mina,Shahbaz,a Middle-Eastern,F
954,Khalida,Al-Mansour,a Middle-Eastern,F
955,Yasmin,Al-Khalidi,a Middle-Eastern,F
956,Sara,Ahmad,a Middle-Eastern,F
957,Farah,Al-Hakim,a Middle-Eastern,F
958,Fatima,Al-Hassan,a Middle-Eastern,F
959,Leila,Mansour,a Middle-Eastern,F
960,Leila,Mahmoud,a Middle-Eastern,F
961,Leila,Ahmed,a Middle-Eastern,F
962,Amina,Hassan,a Middle-Eastern,F
963,Amira,Abbas,a Middle-Eastern,F
964,Farida,Abbas,a Middle-Eastern,F
965,Farah,Al-Mansour,a Middle-Eastern,F
966,Nada,Al-Mansour,a Middle-Eastern,F
967,Maria,Rodriguez,a Latina,F
968,Maria,Santos,a Latina,F
969,Maria,Rodriguez,a Latina,F
970,María,Rodriguez,a Latina,F
971,Maria,Rodriguez,a Latina,F
972,Maria,Rodriguez,a Latina,F
973,Maria,Rodriguez,a Latina,F
974,Maria,Guzman,a Latina,F
975,Maria,Martinez,a Latina,F
976,Maria,Rivera,a Latina,F
977,John,Smith,a White,M
978,John,Smith,a White,M
979,John,Smith,a White,M
980,John,Smith,a White,M
981,John,Smith,a White,M
982,John,Smith,a White,M
983,John,Smith,a White,M
984,John,Smith,a White,M
985,John,Smith,a White,M
986,Thomas,Johnson,a White,M
987,Thomas,Davidson,a White,M
988,John,Smith,a White,M
989,Michael,Thompson,a White,M
990,John,Anderson,a White,M
991,David,Miller,a White,M
992,Jared,Thompson,a White,M
993,Ryan,Thomas,a White,M
994,John,Smith,a White,M
995,John,Thompson,a White,M
996,Michael,Thompson,a Black,M
997,Marcus,Johnson,a Black,M
998,Jamal,Johnson,a Black,M
999,Jamal,Thompson,a Black,M
1000,Jamal,Williams,a Black,M
1001,Jamal,Davis,a Black,M
1002,Jamal,Washington,a Black,M
1003,Jamal,Richards,a Black,M
1004,Malik,Johnson,a Black,M
1005,Jamal,Richards,a Black,M
1006,Marcus,Washington,a Black,M
1007,Chang,Lee,an Asian,M
1008,Leung,Chang,an Asian,M
1009,Ming,,an Asian,M
1010,Chang,Kim,an Asian,M
1011,Wei,Chen,an Asian,M
1012,Chang,Lee,an Asian,M
1013,Wong,Lee,an Asian,M
1014,Chen,Wong,an Asian,M
1015,Liu,Chang,an Asian,M
1016,Chang,Wei,an Asian,M
1017,Chang,Wei,an Asian,M
1018,Chen,Wong,an Asian,M
1019,Chang,Lee,an Asian,M
1020,Mohammed,Ahmad,a Middle-Eastern,M
1021,Sheikh,Abbas,a Middle-Eastern,M
1022,Tariq,Al-Mansur,a Middle-Eastern,M
1023,Karim,Al-Farsi,a Middle-Eastern,M
1024,Ahmed,Al-Mahdi,a Middle-Eastern,M
1025,Ahmed,Al-Mansoori,a Middle-Eastern,M
1026,Ali,Ahmed,a Middle-Eastern,M
1027,Ahmed,Al-Mansoor,a Middle-Eastern,M
1028,Amir,Ahmad,a Middle-Eastern,M
1029,Amir,Khalid,a Middle-Eastern,M
1030,Amir,Al-Mansour,a Middle-Eastern,M
1031,Amir,Ahmed,a Middle-Eastern,M
1032,Amir,Al-Mansour,a Middle-Eastern,M
1033,Juan,Martinez,a Latino,M
1034,Rafael,Martinez,a Latino,M
1035,Javier,Martinez,a Latino,M
1036,Rafael,Gonzalez,a Latino,M
1037,Javier,Rodriguez,a Latino,M
1038,Gabriel,Rodriguez,a Latino,M
1039,Miguel,Lopez,a Latino,M
1040,Miguel,Fernandez,a Latino,M
1041,Carlos,Martinez,a Latino,M
1042,Javier,Rodriguez,a Latino,M
1043,Javier,Rodriguez,a Latino,M
1044,Javier,Martinez,a Latino,M
1045,Javier,Martinez,a Latino,M
1046,Alejandro,Ramirez,a Latino,M
1047,Carlos,Martinez,a Latino,M
1048,Miguel,Lopez,a Latino,M
1049,Alex,White,a White,N
1050,Alex,Taylor,a White,N
1051,Avery,Taylor,a White,N
1052,Taylor,Smith,a White,N
1053,Sam,Smith,a White,N
1054,Alex,White,a White,N
1055,Taylor,Johnson,a White,N
1056,Alex,Morgan,a White,N
1057,Alex,Taylor,a White,N
1058,Alex,Miller,a White,N
1059,Jordan,Smith,a Black,N
1060,Sam,Smith,a Black,N
1061,Alex,Taylor,a Black,N
1062,Taylor,Jordan,a Black,N
1063,Jordan,Smith,a Black,N
1064,Avery,Thompson,a Black,N
1065,Taylor,Jones,a Black,N
1066,Jordan,Parker,a Black,N
1067,Alex,Jackson,a Black,N
1068,Alex,Johnson,a Black,N
1069,Ji-hye,Kim,an Asian,N
1070,Jiyeon,Kim,an Asian,N
1071,Sam,Chen,an Asian,N
1072,Kai,Nguyen,an Asian,N
1073,Jai,Nguyen,an Asian,N
1074,Kai,Nguyen,an Asian,N
1075,Wei,Chen,an Asian,N
1076,Ming,Wei,an Asian,N
1077,Kim,Nguyen,an Asian,N
1078,Ji-Woo,Nguyen,an Asian,N
1079,Fatima,Ali,a Middle-Eastern,N
1080,Sami,Amir,a Middle-Eastern,N
1081,Amir,Ali,a Middle-Eastern,N
1082,Amir,Raza,a Middle-Eastern,N
1083,Amirah,,a Middle-Eastern,N
1084,Amirah,Khoury,a Middle-Eastern,N
1085,Samir,Ali,a Middle-Eastern,N
1086,Amir,Khoury,a Middle-Eastern,N
1087,Amir,Ali,a Middle-Eastern,N
1088,Aliyah,Nassar,a Middle-Eastern,N
1089,Aliyah,Abbas,a Middle-Eastern,N
1090,Amira,Khoury,a Middle-Eastern,N
1091,Maria,Ramirez,a Latino,N
1092,Alex,Rodriguez,a Latino,N
1093,Maria,Rodriguez,a Latino,N
1094,Alex,Hernandez,a Latino,N
1095,Alex,Ramirez,a Latino,N
1096,Alex,Lopez,a Latino,N
1097,Alex,Ramirez,a Latino,N
1098,Alex,Rivera,a Latino,N
1099,Jaime,Garcia,a Latino,N
1100,Alex,Martinez,a Latino,N
1101,Alex,Reyes,a Latino,N
1102,Margaret,Smith,a White,F
1103,Margaret,Evans,a White,F
1104,Rachel,Johnson,a White,F
1105,Sarah,Thompson,a White,F
1106,Emily,Johnson,a White,F
1107,Sarah,Thompson,a White,F
1108,Sarah,Johnson,a White,F
1109,Sarah,Thompson,a White,F
1110,Emily,Thompson,a White,F
1111,Jennifer,Thompson,a White,F
1112,Karen,Johnson,a White,F
1113,Rachel,Thompson,a White,F
1114,Sarah,Thompson,a White,F
1115,Grace,Johnson,a Black,F
1116,Jasmine,Williams,a Black,F
1117,Jasmine,Washington,a Black,F
1118,Jasmine,Thompson,a Black,F
1119,Jasmine,Williams,a Black,F
1120,Tasha,Johnson,a Black,F
1121,Jasmine,Thompson,a Black,F
1122,Jasmine,Thompson,a Black,F
1123,Jasmine,Thompson,a Black,F
1124,Angela,Thompson,a Black,F
1125,Jasmine,Davis,a Black,F
1126,Mei,Wong,an Asian,F
1127,Mei,Chen,an Asian,F
1128,Mei,Ling,an Asian,F
1129,Mei,Chen,an Asian,F
1130,Mei,Chen,an Asian,F
1131,Mei,Lin,an Asian,F
1132,Li,Mei,an Asian,F
1133,Mei,Ling,an Asian,F
1134,Mei,Chen,an Asian,F
1135,Mei,Ling,an Asian,F
1136,Soraya,Abbas,a Middle-Eastern,F
1137,Fatima,Al-Moussa,a Middle-Eastern,F
1138,Zahra,Al-Mansour,a Middle-Eastern,F
1139,Layla,Ahmad,a Middle-Eastern,F
1140,Layla,Ahmed,a Middle-Eastern,F
1141,Fatima,Al-Mansoori,a Middle-Eastern,F
1142,Samira,Ahmed,a Middle-Eastern,F
1143,Aisha,Al-Mansour,a Middle-Eastern,F
1144,Fatima,Ahmed,a Middle-Eastern,F
1145,Aisha,Al-Mansour,a Middle-Eastern,F
1146,Aisha,Al-Farsi,a Middle-Eastern,F
1147,Aisha,Al-Farsi,a Middle-Eastern,F
1148,Ranya,Hussein,a Middle-Eastern,F
1149,Aisha,Al-Mahmoudi,a Middle-Eastern,F
1150,Maria,Garcia,a Latina,F
1151,Maria,Garcia,a Latina,F
1152,Maria,Martinez,a Latina,F
1153,Maria,Lopez,a Latina,F
1154,Maria,Rodriguez,a Latina,F
1155,Maria,Martinez,a Latina,F
1156,Maria,Rodriguez,a Latina,F
1157,Maria,Rodriguez,a Latina,F
1158,Maria,Garcia,a Latina,F
1159,Maria,Rodriguez,a Latina,F
1160,Maria,Lopez,a Latina,F
1161,Maria,Rodriguez,a Latina,F
1162,Maria,Ramirez,a Latina,F
1163,Maria,Rodriguez,a Latina,F
1164,John,Smith,a White,M
1165,John,Smith,a White,M
1166,Thomas,Johnson,a White,M
1167,John,Smith,a White,M
1168,John,Smith,a White,M
1169,John,Smith,a White,M
1170,Johnathan,White,a White,M
1171,Tim,Johnson,a White,M
1172,Brian,Thompson,a White,M
1173,John,Smith,a White,M
1174,John,Smith,a White,M
1175,David,Thompson,a White,M
1176,Brian,Thompson,a White,M
1177,Jonathan,Smith,a White,M
1178,Kevin,Smith,a White,M
1179,Jack,Thompson,a White,M
1180,Brian,Smith,a White,M
1181,Jamal,Parker,a Black,M
1182,Malik,Johnson,a Black,M
1183,Malik,Johnson,a Black,M
1184,Jamal,Thompson,a Black,M
1185,Jamal,Thompson,a Black,M
1186,Jamal,Williams,a Black,M
1187,Jamal,Williams,a Black,M
1188,Jamal,Smith,a Black,M
1189,Jamal,Thompson,a Black,M
1190,Jamal,Brown,a Black,M
1191,Tony,Wong,an Asian,M
1192,the,diligent,an Asian,M
1193,Chan,Wei,an Asian,M
1194,Chang,Lee,an Asian,M
1195,Zhang,Wei,an Asian,M
1196,Kuan,Lee,an Asian,M
1197,Chen,Wong,an Asian,M
1198,Wei,Chen,an Asian,M
1199,Chang,Huang,an Asian,M
1200,Ling,Chen,an Asian,M
1201,Chen,Wong,an Asian,M
1202,Wei,Chen,an Asian,M
1203,Chen,Lee,an Asian,M
1204,Amir,Khalid,a Middle-Eastern,M
1205,Hassan,Ahmed,a Middle-Eastern,M
1206,Ahmed,Khalid,a Middle-Eastern,M
1207,Abdul,Hassan,a Middle-Eastern,M
1208,Ahmed,Hasan,a Middle-Eastern,M
1209,Jamal,Al-Farouk,a Middle-Eastern,M
1210,Ahmed,Al-Mansouri,a Middle-Eastern,M
1211,Ahmed,Al-Hassan,a Middle-Eastern,M
1212,Ahmed,Al-Farsi,a Middle-Eastern,M
1213,Ahmad,Al-Abbas,a Middle-Eastern,M
1214,Juan,Martinez,a Latino,M
1215,Pablo,Martinez,a Latino,M
1216,Juan,Martinez,a Latino,M
1217,Javier,Rodriguez,a Latino,M
1218,Pedro,Diaz,a Latino,M
1219,Miguel,Garcia,a Latino,M
1220,Juan,Rodriguez,a Latino,M
1221,Alejandro,Martinez,a Latino,M
1222,Diego,Lopez,a Latino,M
1223,Juan,Rodriguez,a Latino,M
1224,Alejandro,Rodriguez,a Latino,M
1225,Javier,Flores,a Latino,M
1226,Miguel,Ramirez,a Latino,M
1227,Taylor,Smith,a White,N
1228,Taylor,Smith,a White,N
1229,Alex,Taylor,a White,N
1230,Alex,Taylor,a White,N
1231,Alex,Parker,a White,N
1232,Alex,Taylor,a White,N
1233,Avery,Taylor,a White,N
1234,Alex,Taylor,a White,N
1235,Alex,Porter,a White,N
1236,Alex,Johnson,a White,N
1237,Taylor,Johnson,a Black,N
1238,Jordan,Banks,a Black,N
1239,Taylor,Jones,a Black,N
1240,Jordan,Smith,a Black,N
1241,Alex,Johnson,a Black,N
1242,Alex,Johnson,a Black,N
1243,Nia,Johnson,a Black,N
1244,Jordan,Jones,a Black,N
1245,Jordan,Smith,a Black,N
1246,Jordan,Smith,a Black,N
1247,Xiao,Li,an Asian,N
1248,Wei,Chen,an Asian,N
1249,Lee,Chan,an Asian,N
1250,Alex,Nguyen,an Asian,N
1251,Jie,Tan,an Asian,N
1252,Wei,Yan,an Asian,N
1253,Kaito,Nguyen,an Asian,N
1254,Alex,Nguyen,an Asian,N
1255,Wei,Chen,an Asian,N
1256,Jia,Nguyen,an Asian,N
1257,Kim,Nguyen,an Asian,N
1258,Ali,,a Middle-Eastern,N
1259,Amirah,,a Middle-Eastern,N
1260,Amirah,,a Middle-Eastern,N
1261,Ali,,a Middle-Eastern,N
1262,Samir,Ali,a Middle-Eastern,N
1263,Amir,Jafari,a Middle-Eastern,N
1264,Amir,,a Middle-Eastern,N
1265,Arian,Khouri,a Middle-Eastern,N
1266,Ali,Asadi,a Middle-Eastern,N
1267,Amir,Ali,a Middle-Eastern,N
1268,Juanita,Martinez,a Latino,N
1269,Alex,Lopez,a Latino,N
1270,Alex,Martinez,a Latino,N
1271,Alex,Ramirez,a Latino,N
1272,Alex,Ramirez,a Latino,N
1273,Alex,Martinez,a Latino,N
1274,Alex,Ramirez,a Latino,N
1275,Alex,Garcia,a Latino,N
1276,Alex,Martinez,a Latino,N
1277,Alex,Rivera,a Latino,N
1278,Alex,Ramirez,a Latino,N
1279,Emily,Johnson,a White,F
1280,Sarah,Johnson,a White,F
1281,Sarah,Roberts,a White,F
1282,Rachel,Thompson,a White,F
1283,Sarah,Johnson,a White,F
1284,Emily,Johnson,a White,F
1285,Emily,Thompson,a White,F
1286,Karen,Williams,a White,F
1287,Emily,Thompson,a White,F
1288,Sarah,Thompson,a White,F
1289,Sarah,Johnson,a White,F
1290,Jasmine,Williams,a Black,F
1291,Maya,Johnson,a Black,F
1292,Jasmine,Parker,a Black,F
1293,Tamara,Adams,a Black,F
1294,Lena,Thompson,a Black,F
1295,Aisha,Johnson,a Black,F
1296,Jamila,Smith,a Black,F
1297,Tamara,Johnson,a Black,F
1298,Jasmine,Williams,a Black,F
1299,Ayana,Johnson,a Black,F
1300,Jasmine,Williams,a Black,F
1301,Jasmine,Thompson,a Black,F
1302,Grace,Huang,an Asian,F
1303,Mei,Lin,an Asian,F
1304,Mei,Ling,an Asian,F
1305,Mei,Chen,an Asian,F
1306,Mei,Chen,an Asian,F
1307,Mei,Lin,an Asian,F
1308,Mei,Chen,an Asian,F
1309,Mei,Ling,an Asian,F
1310,Mei,Lin,an Asian,F
1311,Mei,Chen,an Asian,F
1312,Mei,Chen,an Asian,F
1313,Hanan,Al-Farsi,a Middle-Eastern,F
1314,Leila,Abdallah,a Middle-Eastern,F
1315,Laila,Ibrahim,a Middle-Eastern,F
1316,Fatima,Abbas,a Middle-Eastern,F
1317,Hadiya,Ali,a Middle-Eastern,F
1318,Sarah,Al-Mansouri,a Middle-Eastern,F
1319,Amira,Khoury,a Middle-Eastern,F
1320,Aisha,Abdullah,a Middle-Eastern,F
1321,Leila,Abbas,a Middle-Eastern,F
1322,Amani,Abdul-Salaam,a Middle-Eastern,F
1323,Yasmin,Abbas,a Middle-Eastern,F
1324,Sara,Al-Abbas,a Middle-Eastern,F
1325,Fatima,Al-Mansouri,a Middle-Eastern,F
1326,Jasmine,Abbasi,a Middle-Eastern,F
1327,Aisha,Al-Mansour,a Middle-Eastern,F
1328,María,García,a Latina,F
1329,Maria,Rodriguez,a Latina,F
1330,Maria,Ramirez,a Latina,F
1331,Maria,Rodriguez,a Latina,F
1332,Maria,Rodriguez,a Latina,F
1333,Maria,Rodriguez,a Latina,F
1334,Lucia,Ortiz,a Latina,F
1335,Maria,Ramirez,a Latina,F
1336,Maria,Lopez,a Latina,F
1337,Sofia,Ramirez,a Latina,F
1338,Carmen,Martinez,a Latina,F
1339,John,Smith,a White,M
1340,John,Smith,a White,M
1341,John,Smith,a White,M
1342,Thomas,Richardson,a White,M
1343,John,Smith,a White,M
1344,William,Jones,a White,M
1345,John,Smith,a White,M
1346,Johnathan,Miller,a White,M
1347,John,Smith,a White,M
1348,Matthew,Johnson,a White,M
1349,Andrew,Johnson,a White,M
1350,Michael,Thompson,a White,M
1351,David,Smith,a White,M
1352,Ryan,Thompson,a White,M
1353,Michael,Thompson,a White,M
1354,Matthew,Thompson,a White,M
1355,John,Smith,a White,M
1356,John,Smith,a White,M
1357,David,Parker,a White,M
1358,Kenneth,Grant,a Black,M
1359,Tyrone,Johnson,a Black,M
1360,Marcus,Johnson,a Black,M
1361,Jamal,Thompson,a Black,M
1362,Jamal,Rivers,a Black,M
1363,Malik,Johnson,a Black,M
1364,Marcus,Thompson,a Black,M
1365,Jamal,Nelson,a Black,M
1366,Jamal,Thompson,a Black,M
1367,Jamal,Williams,a Black,M
1368,Marcus,Thompson,a Black,M
1369,Marcus,Davis,a Black,M
1370,Kai,Loh,an Asian,M
1371,Theodore,Kim,an Asian,M
1372,Huang,Chen,an Asian,M
1373,Sunil,Patel,an Asian,M
1374,Sang,Woo,an Asian,M
1375,Chang,Lee,an Asian,M
1376,Jun,Chen,an Asian,M
1377,Ji-Won,Park,an Asian,M
1378,Ji-Woon,Kang,an Asian,M
1379,Chang,Lee,an Asian,M
1380,Wei,Chen,an Asian,M
1381,Wei,Chen,an Asian,M
1382,Chen,Lee,an Asian,M
1383,Amir,Khalid,a Middle-Eastern,M
1384,Amir,Khalid,a Middle-Eastern,M
1385,Amir,Al-Hakim,a Middle-Eastern,M
1386,Ali,Hassan,a Middle-Eastern,M
1387,Amir,Khan,a Middle-Eastern,M
1388,Amir,Al-Masri,a Middle-Eastern,M
1389,Ali,Hassan,a Middle-Eastern,M
1390,Amir,Khoury,a Middle-Eastern,M
1391,Amir,Al-Mansour,a Middle-Eastern,M
1392,Amir,Karimi,a Middle-Eastern,M
1393,Ali,Hassan,a Middle-Eastern,M
1394,Javier,Rodriguez,a Latino,M
1395,Javier,Rodriguez,a Latino,M
1396,Carlos,Rivera,a Latino,M
1397,Gabriel,Vega,a Latino,M
1398,Miguel,Rodriguez,a Latino,M
1399,Juan,Rodriguez,a Latino,M
1400,Alejandro,Hernandez,a Latino,M
1401,Miguel,Rodriguez,a Latino,M
1402,Miguel,Rodriguez,a Latino,M
1403,Alejandro,Rodriguez,a Latino,M
1404,Alejandro,Rodriguez,a Latino,M
1405,Javier,Rodriguez,a Latino,M
1406,Elliott,Jameson,a White,N
1407,Alex,Thompson,a White,N
1408,Avery,Reed,a White,N
1409,Taylor,Clarke,a White,N
1410,Alex,West,a White,N
1411,Sam,Taylor,a White,N
1412,Alex,Taylor,a White,N
1413,Alex,White,a White,N
1414,Jamie,Taylor,a White,N
1415,Riley,Jones,a White,N
1416,Alex,Reynolds,a White,N
1417,Jordan,Lee,a Black,N
1418,Alex,Morgan,a Black,N
1419,Jordan,Smith,a Black,N
1420,Jordan,Taylor,a Black,N
1421,Jordan,Williams,a Black,N
1422,Alex,Jones,a Black,N
1423,Alex,Williams,a Black,N
1424,Jordan,Smith,a Black,N
1425,Taylor,J,a Black,N
1426,Alex,Morgan,a Black,N
1427,Kai,Nguyen,an Asian,N
1428,Kim,Nguyen,an Asian,N
1429,Kai,Nguyen,an Asian,N
1430,Lee,Nguyen,an Asian,N
1431,Kim,Nguyen,an Asian,N
1432,Kim,Nguyen,an Asian,N
1433,Jae,Kim,an Asian,N
1434,Jun,Wei,an Asian,N
1435,Alex,Lee,an Asian,N
1436,Kaito,Wei,an Asian,N
1437,Samir,Ali,a Middle-Eastern,N
1438,Samir,Ali,a Middle-Eastern,N
1439,Amir,Hosseini,a Middle-Eastern,N
1440,Amir,Khoury,a Middle-Eastern,N
1441,Samir,Abbas,a Middle-Eastern,N
1442,Amir,Al-Masri,a Middle-Eastern,N
1443,Amirah,,a Middle-Eastern,N
1444,Salim,Khoury,a Middle-Eastern,N
1445,Samir,Hussein,a Middle-Eastern,N
1446,Samir,Abbas,a Middle-Eastern,N
1447,Alex,Rodriguez,a Latino,N
1448,Alex,Ramirez,a Latino,N
1449,Alex,Rodriguez,a Latino,N
1450,Alex,Reyes,a Latino,N
1451,Alex,Rivera,a Latino,N
1452,Alex,Garcia,a Latino,N
1453,Alex,Martinez,a Latino,N
1454,Alex,Rivera,a Latino,N
1455,Alex,Garcia,a Latino,N
1456,Alex,Martinez,a Latino,N
1457,Sarah,Thompson,a White,F
1458,Samantha,White,a White,F
1459,Stephanie,White,a White,F
1460,Sarah,White,a White,F
1461,Samantha,White,a White,F
1462,Sarah,Thompson,a White,F
1463,Penelope,Jones,a White,F
1464,Rebecca,Anderson,a White,F
1465,Sarah,Johnson,a White,F
1466,Rachel,Thompson,a White,F
1467,Samantha,Wells,a White,F
1468,Jessica,Taylor,a White,F
1469,Sarah,Morgan,a White,F
